accuracy,loss,val_accuracy,val_loss,learning_rate
0.8556114435195923,0.34731075167655945,0.7825742363929749,0.8247385025024414,0.0010000000474974513
0.8671554923057556,0.31948888301849365,0.8509296774864197,0.37008363008499146,0.0010000000474974513
0.8716461062431335,0.3082523047924042,0.8280484080314636,0.5080845952033997,0.0010000000474974513
0.8744116425514221,0.30069804191589355,0.8613072633743286,0.34882664680480957,0.0010000000474974513
0.8771095871925354,0.29508310556411743,0.8738469481468201,0.2972429096698761,0.0010000000474974513
0.8778617978096008,0.28993475437164307,0.8770178556442261,0.30224233865737915,0.0010000000474974513
0.881077766418457,0.2846185266971588,0.8659916520118713,0.32467275857925415,0.0010000000474974513
0.8866718411445618,0.2704223692417145,0.8838281631469727,0.27234816551208496,0.00020000000949949026
0.8887437582015991,0.2660289406776428,0.8846929669380188,0.2696542739868164,0.00020000000949949026
0.8891716599464417,0.2645919620990753,0.8707120418548584,0.3029446303844452,0.00020000000949949026
0.890063464641571,0.26272526383399963,0.8845128417015076,0.27436602115631104,0.00020000000949949026
0.8920677900314331,0.2593750059604645,0.8889449238777161,0.2582780718803406,4.0000002627493814e-05
0.8920047283172607,0.2580701410770416,0.891287088394165,0.25756195187568665,4.0000002627493814e-05
0.892058789730072,0.2574198842048645,0.891287088394165,0.2557043135166168,4.0000002627493814e-05
0.892738938331604,0.25682246685028076,0.8925843238830566,0.2536514103412628,4.0000002627493814e-05
0.8922929763793945,0.2565966546535492,0.8893052935600281,0.2610691487789154,4.0000002627493814e-05
0.8930136561393738,0.25621500611305237,0.892620325088501,0.2539686858654022,4.0000002627493814e-05
0.8935856819152832,0.25541695952415466,0.8930887579917908,0.253740519285202,8.000000889296643e-06
0.8926443457603455,0.25585266947746277,0.891647458076477,0.2519783079624176,8.000000889296643e-06
0.8929866552352905,0.2551802694797516,0.8925482630729675,0.25289174914360046,8.000000889296643e-06
0.89272540807724,0.25553008913993835,0.8923320770263672,0.2539811432361603,8.000000889296643e-06
0.8934325575828552,0.25480762124061584,0.8917555212974548,0.2527959942817688,1.6000001323845936e-06
0.8939325213432312,0.2545165717601776,0.8924762010574341,0.2512742578983307,1.6000001323845936e-06
0.8933199644088745,0.2547493577003479,0.8902060985565186,0.2533896565437317,1.6000001323845936e-06
0.8932974338531494,0.254875123500824,0.8927284479141235,0.2531096041202545,1.6000001323845936e-06
