accuracy,loss,val_accuracy,val_loss,learning_rate
0.8335187435150146,1.0896466970443726,0.6769241690635681,0.9255262613296509,9.999999747378752e-05
0.8556429743766785,0.5761330723762512,0.8043384552001953,0.5685107111930847,9.999999747378752e-05
0.8641287684440613,0.45735031366348267,0.7890962958335876,0.5526753067970276,9.999999747378752e-05
0.8681644201278687,0.4128684997558594,0.872657835483551,0.39489200711250305,9.999999747378752e-05
0.8714344501495361,0.3881978988647461,0.8668564558029175,0.3891555368900299,9.999999747378752e-05
0.8736639618873596,0.3710387349128723,0.841921329498291,0.43929988145828247,9.999999747378752e-05
0.8771051168441772,0.3579879403114319,0.8823868632316589,0.34434664249420166,9.999999747378752e-05
0.8791455030441284,0.34819692373275757,0.8727298974990845,0.35855746269226074,9.999999747378752e-05
0.8808165192604065,0.3406861126422882,0.8879720568656921,0.32845011353492737,9.999999747378752e-05
0.881897509098053,0.33406615257263184,0.8781709671020508,0.34693318605422974,9.999999747378752e-05
0.8833208084106445,0.32994434237480164,0.8766935467720032,0.3412635624408722,9.999999747378752e-05
0.8883744478225708,0.31633979082107544,0.8871793150901794,0.3153495192527771,4.999999873689376e-05
0.8902121186256409,0.3105623126029968,0.8897737264633179,0.31344711780548096,4.999999873689376e-05
0.8903697729110718,0.30781856179237366,0.8881521821022034,0.3057241439819336,4.999999873689376e-05
0.890869677066803,0.3056762218475342,0.8848371505737305,0.3109358251094818,4.999999873689376e-05
0.891716480255127,0.3042809069156647,0.8902421593666077,0.3011413514614105,4.999999873689376e-05
0.8921128511428833,0.30169886350631714,0.8927645087242126,0.2947593927383423,4.999999873689376e-05
0.893220841884613,0.2991797924041748,0.8848010897636414,0.3058408498764038,4.999999873689376e-05
0.8933064341545105,0.29829907417297363,0.8895574808120728,0.2973068058490753,4.999999873689376e-05
0.8963872194290161,0.2904038727283478,0.898025393486023,0.28321415185928345,2.499999936844688e-05
0.8972925543785095,0.2885158061981201,0.8977731466293335,0.2851632833480835,2.499999936844688e-05
0.8971258997917175,0.2865418791770935,0.896331787109375,0.2909467816352844,2.499999936844688e-05
0.8987563848495483,0.282082200050354,0.895142674446106,0.28253209590911865,1.249999968422344e-05
0.8988285064697266,0.2809496819972992,0.8952507972717285,0.28514406085014343,1.249999968422344e-05
0.8997113108634949,0.2799513638019562,0.8997189402580261,0.27541062235832214,1.249999968422344e-05
0.9011841416358948,0.27848634123802185,0.8951066732406616,0.2881225049495697,1.249999968422344e-05
0.8998644351959229,0.2785484194755554,0.9012683629989624,0.2728480398654938,1.249999968422344e-05
0.9007562398910522,0.27723056077957153,0.8951066732406616,0.2828589677810669,1.249999968422344e-05
0.9007967710494995,0.276704341173172,0.9037907123565674,0.2730051279067993,1.249999968422344e-05
0.9021254777908325,0.2734737694263458,0.901376485824585,0.27344828844070435,6.24999984211172e-06
0.9021435379981995,0.27357229590415955,0.8983857035636902,0.27774909138679504,6.24999984211172e-06
0.9024182558059692,0.2718011438846588,0.8985658884048462,0.2764197289943695,3.12499992105586e-06
0.9027155041694641,0.27183544635772705,0.8987460136413574,0.27623289823532104,3.12499992105586e-06
0.9029452204704285,0.27127185463905334,0.9026736617088318,0.26978355646133423,1.56249996052793e-06
0.9035037755966187,0.2699401378631592,0.9004756212234497,0.27220097184181213,1.56249996052793e-06
0.9029992818832397,0.27036434412002563,0.9010882377624512,0.27104175090789795,1.56249996052793e-06
0.9029046893119812,0.2705039978027344,0.9023493528366089,0.27172645926475525,7.81249980263965e-07
0.903886616230011,0.2695959508419037,0.9015926718711853,0.272293359041214,7.81249980263965e-07
0.9034812450408936,0.26998454332351685,0.9017367959022522,0.2729179561138153,3.906249901319825e-07
0.9041433334350586,0.26885291934013367,0.9027817845344543,0.2711731791496277,3.906249901319825e-07
