accuracy,loss,val_accuracy,val_loss,learning_rate
0.850931704044342,0.35718169808387756,0.8440472483634949,0.3653191030025482,0.0010000000474974513
0.8643764853477478,0.325504332780838,0.8596137166023254,0.32770228385925293,0.0010000000474974513
0.8701642751693726,0.3124038875102997,0.8675771355628967,0.3082261383533478,0.0010000000474974513
0.8738216161727905,0.30300644040107727,0.8126621246337891,0.3994649350643158,0.0010000000474974513
0.8770961165428162,0.2953561544418335,0.7929518818855286,0.4479636251926422,0.0010000000474974513
0.8841856122016907,0.2779337465763092,0.8842966556549072,0.2768907845020294,0.00020000000949949026
0.886730432510376,0.273249089717865,0.8730902075767517,0.29882538318634033,0.00020000000949949026
0.8877888917922974,0.27061522006988525,0.8850172758102417,0.277192622423172,0.00020000000949949026
0.8894058465957642,0.2657499313354492,0.8888728618621826,0.2655295431613922,4.0000002627493814e-05
0.8901895880699158,0.2650257647037506,0.888296365737915,0.26568832993507385,4.0000002627493814e-05
0.8906490206718445,0.26417070627212524,0.8883323669433594,0.2665918469429016,4.0000002627493814e-05
0.8903201818466187,0.26367804408073425,0.8881521821022034,0.2650737762451172,8.000000889296643e-06
0.8907345533370972,0.2631598114967346,0.8910709023475647,0.2637183666229248,8.000000889296643e-06
0.8911759853363037,0.26311424374580383,0.8897737264633179,0.26350900530815125,8.000000889296643e-06
0.8914147019386292,0.2626878321170807,0.8897737264633179,0.2652369737625122,8.000000889296643e-06
0.8904193043708801,0.2633073925971985,0.8908907175064087,0.2614932656288147,8.000000889296643e-06
0.8911804556846619,0.26226305961608887,0.8888007998466492,0.2638760805130005,8.000000889296643e-06
0.8911489844322205,0.2621542513370514,0.8880801200866699,0.2657473385334015,8.000000889296643e-06
0.8909507989883423,0.26268717646598816,0.8895574808120728,0.2634091079235077,1.6000001323845936e-06
0.8911489844322205,0.2625780403614044,0.8895214796066284,0.2638792097568512,1.6000001323845936e-06
0.8910588622093201,0.26282593607902527,0.889089047908783,0.2635711431503296,3.200000264769187e-07
