accuracy,loss,val_accuracy,val_loss,learning_rate
0.8360455632209778,0.39133432507514954,0.8406240940093994,0.367738276720047,0.0010000000474974513
0.8525351285934448,0.35174793004989624,0.8641179203987122,0.33573228120803833,0.0010000000474974513
0.8595435619354248,0.33537864685058594,0.8621360659599304,0.3290766775608063,0.0010000000474974513
0.8635972738265991,0.3245314061641693,0.8439751863479614,0.36946967244148254,0.0010000000474974513
0.8661690950393677,0.3195611238479614,0.8499207496643066,0.34958386421203613,0.0010000000474974513
0.872898280620575,0.30220159888267517,0.8734505772590637,0.2987961173057556,0.00020000000949949026
0.8753034472465515,0.296565443277359,0.8770539164543152,0.29463768005371094,0.00020000000949949026
0.876411497592926,0.29546526074409485,0.8774142265319824,0.2967159152030945,0.00020000000949949026
0.8772402405738831,0.2927272617816925,0.8754323720932007,0.296260803937912,0.00020000000949949026
0.8789112567901611,0.2886350452899933,0.8821346163749695,0.28530213236808777,4.0000002627493814e-05
0.8793481588363647,0.2885184586048126,0.8815220594406128,0.28579679131507874,4.0000002627493814e-05
0.8797760605812073,0.28724586963653564,0.8805131316184998,0.28713297843933105,4.0000002627493814e-05
0.8801769018173218,0.28638923168182373,0.8817743062973022,0.28304895758628845,8.000000889296643e-06
0.880384087562561,0.2854771614074707,0.8837200999259949,0.28459790349006653,8.000000889296643e-06
0.8802264928817749,0.28601956367492676,0.8818463683128357,0.284650593996048,8.000000889296643e-06
0.8803525567054749,0.2856168746948242,0.8831796050071716,0.2828509211540222,1.6000001323845936e-06
0.8794517517089844,0.2862659692764282,0.8828552961349487,0.28331229090690613,1.6000001323845936e-06
0.8799111843109131,0.28573936223983765,0.8807293176651001,0.28390613198280334,1.6000001323845936e-06
0.8795238137245178,0.2863828241825104,0.8823508024215698,0.2834753096103668,3.200000264769187e-07
0.8796048760414124,0.28551921248435974,0.8835039138793945,0.281372994184494,3.200000264769187e-07
0.8802264928817749,0.2866377532482147,0.8831796050071716,0.28217053413391113,3.200000264769187e-07
0.8797445297241211,0.2860850989818573,0.8830354809761047,0.28300896286964417,3.200000264769187e-07
0.880221962928772,0.2857638895511627,0.8822787404060364,0.2839825749397278,6.400000529538374e-08
0.8796679377555847,0.2863272726535797,0.882242739200592,0.28428441286087036,6.400000529538374e-08
0.8807263970375061,0.28631994128227234,0.8839362859725952,0.28378602862358093,1.2800001059076749e-08
