accuracy,loss,val_accuracy,val_loss,learning_rate
0.8467968702316284,0.3638136386871338,0.7899610996246338,0.4542887806892395,0.0010000000474974513
0.8611920475959778,0.3312506079673767,0.8604785203933716,0.3439830243587494,0.0010000000474974513
0.8674032688140869,0.3169863820075989,0.8646944165229797,0.32758790254592896,0.0010000000474974513
0.8718307614326477,0.30667081475257874,0.8637215495109558,0.32324230670928955,0.0010000000474974513
0.8751773238182068,0.2986904978752136,0.7864658236503601,0.5649687051773071,0.0010000000474974513
0.8765691518783569,0.2976929247379303,0.8476866483688354,0.34603649377822876,0.0010000000474974513
0.8825190663337708,0.2796058654785156,0.8801167607307434,0.2879195511341095,0.00020000000949949026
0.8844377994537354,0.27560925483703613,0.8849812746047974,0.2717727720737457,0.00020000000949949026
0.8857259750366211,0.27316874265670776,0.8803329467773438,0.279763400554657,0.00020000000949949026
0.8872033357620239,0.27065160870552063,0.8877918720245361,0.262157678604126,0.00020000000949949026
0.887725830078125,0.26885107159614563,0.8783871531486511,0.2860865890979767,0.00020000000949949026
0.8882347941398621,0.26791855692863464,0.8706039190292358,0.2994871735572815,0.00020000000949949026
0.8901670575141907,0.26410791277885437,0.8918636441230774,0.25310179591178894,4.0000002627493814e-05
0.8904147744178772,0.2622072398662567,0.8922600150108337,0.25411269068717957,4.0000002627493814e-05
0.8903787732124329,0.2623237669467926,0.8952507972717285,0.25214797258377075,4.0000002627493814e-05
0.8912435173988342,0.26077303290367126,0.8942418694496155,0.2521478235721588,4.0000002627493814e-05
0.8903787732124329,0.2617761194705963,0.8946742415428162,0.25091513991355896,4.0000002627493814e-05
0.8913336396217346,0.26063525676727295,0.8944580554962158,0.25142958760261536,4.0000002627493814e-05
0.8912841081619263,0.2607831656932831,0.8956111073493958,0.24984587728977203,4.0000002627493814e-05
0.8919236660003662,0.259440541267395,0.8959354162216187,0.25027918815612793,4.0000002627493814e-05
0.8916308879852295,0.2606464922428131,0.8940977454185486,0.25326886773109436,4.0000002627493814e-05
0.8925092220306396,0.25917428731918335,0.8952867984771729,0.24976970255374908,8.000000889296643e-06
0.8920677900314331,0.25905320048332214,0.8949985504150391,0.2488623410463333,8.000000889296643e-06
0.8926082849502563,0.25783291459083557,0.895142674446106,0.2499648630619049,8.000000889296643e-06
0.8922074437141418,0.25943541526794434,0.8949625492095947,0.2500527501106262,8.000000889296643e-06
